OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS,OBJECTID_1,MODO_1,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION_1,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION_1,CODIGOPROVINCIA_1,CODIGOMUNICIPIO_1,MUNICIPIO,CORONATARIFARIA_1,DIRECCION,FECHAALTA_1,FECHAINICIO_1,FECHAFIN_1,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE_1,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
767,8_08065,20160622,8,08065,CºBAJO DE GETAFE-POLIDEPORTIVO,,S,,,,,,Z,28,058,05801,,A0051,Cmno,,Bajo de Getafe,N,2,,,28946,02,,,,,7,4,B2,3,058-011,686,,582-I,2,3,20010621,19010101,,434747,4459287,T,,CºBAJO DE GETAFE-POLIDEPORTIVO,,,,3759,8,342227,91058,1,2,1,08065,*,,34,TI,I,CºBAJO DE GETAFE-POLIDEPORTIVO,28,058,FUENLABRADA,B2,Cmno  Bajo de Getafe N 2,20100510,20100601,,246.7738,40,9,_,28,058,9__1__058__-_2_IT_1_8_08065_*__TI_I_34,-,1058201,CºBAJO DE GETAFE-POLIDEPORTIVO,9__1__058_,9__1__058__1058201_2_IT_1,8_08065,8_08065_*,8_08065_
768,8_08066,20160622,8,08066,CºBAJO DE GETAFE-PISCINA,,S,,,,,,U,28,058,05801,,A0051,Cmno,,Bajo de Getafe,N,3,,,28946,02,,,,,7,4,B2,3,058-011,686,,582-I,2,3,20010621,19010101,,434925,4459379,T,,CºBAJO DE GETAFE-PISCINA,,,,3761,8,342226,91058,1,1,1,08066,*,,2,TI,I,CºBAJO DE GETAFE-PISCINA,28,058,FUENLABRADA,B2,Cmno  Bajo de Getafe N 3,20100510,20100601,,245.41,13.36,9,_,28,058,9__1__058__-_1_IT_1_8_08066_*__TI_I_2,-,1058101,CºBAJO DE GETAFE-PISCINA,9__1__058_,9__1__058__1058101_1_IT_1,8_08066,8_08066_*,8_08066_
769,8_08067,20160622,8,08067,CºBAJO DE GETAFE-PISCINA,,S,,,,,,Z,28,058,05801,,A0051,Cmno,,Bajo de Getafe,N,1,A,,28946,02,,,,,7,4,B2,3,058-011,686,,582-I,2,3,20010621,19010101,,434921,4459367,T,,CºBAJO DE GETAFE-PISCINA,,,,3762,8,342227,91058,1,2,1,08067,*,,35,TI,I,CºBAJO DE GETAFE-PISCINA,28,058,FUENLABRADA,B2,Cmno  Bajo de Getafe N 1A,20100510,20100601,,191.399,13.36,9,_,28,058,9__1__058__-_2_IT_1_8_08067_*__TI_I_35,-,1058201,CºBAJO DE GETAFE-PISCINA,9__1__058_,9__1__058__1058201_2_IT_1,8_08067,8_08067_*,8_08067_
770,8_18894,20160622,8,18894,RDA.COMUNIDADES-ILLESCAS,,S,,,,,,U,28,161,16101,1610101,00777,Ronda,de las,Comunidades,N,107,,,28341,01,015,,T1611642,1610101028,7,4,B3,2,161-007,850,,582-4,2,3,20120416,20120416,,441870,4448639,N,,RDA.COMUNIDADES-ILLESCAS,,,,6383,8,347435,93161,3,1,1,18894,*,,21,TI,I2,RDA.COMUNIDADES-ILLESCAS,28,161,VALDEMORO,B3,Ronda de las Comunidades N 107,20120416,20120504,,283.9928,40,9,_,28,161,9__3__161__-_1_IT_1_8_18894_*__TI_I2_21,-,3161101,RDA.COMUNIDADES-ILLESCAS,9__3__161_,9__3__161__3161101_1_IT_1,8_18894,8_18894_*,8_18894_
771,8_18895,20160622,8,18895,SESEÑA-ILLESCAS,,S,,,,,,U,28,161,16101,1610101,00105,Calle, ,Seseña,N,29,,,28341,01,001,,T161367,,,4,B3,2,161-004,847,,582-4,2,3,20120416,20120416,,442054,4448801,N,,SESEÑA-ILLESCAS,,,,6384,8,347435,93161,3,1,1,18895,*,,5,TI,I,SESEÑA-ILLESCAS,28,161,VALDEMORO,B3,Calle   Seseña N 29,20120416,20120504,,359.7421,15,9,_,28,161,9__3__161__-_1_IT_1_8_18895_*__TI_I_5,-,3161101,SESEÑA-ILLESCAS,9__3__161_,9__3__161__3161101_1_IT_1,8_18895,8_18895_*,8_18895_
772,8_07429,20160622,8,07429,BRÚJULA-CENTRO DE SALUD,,S,,,,,,U,28,148,14801,,00031,Calle,,Brújula,N,1,,,28850,02,,,,,8,2,B2,3,148-017,948,,560-I,1,1,20010621,19010101,,461005,4478034,T,,BRÚJULA-CENTRO DE SALUD,,,,5608,8,354888,91A148,1A,1,2,07429,*,,9,TI,I,BRÚJULA-CENTRO DE SALUD,28,148,TORREJON DE ARDOZ,B2,Calle  Brújula N 1,20150828,20150901,,236.5665,-1,9,_,28,148,9__1_A_148__c._1_IT_2_8_07429_*__TI_I_9,c.,1148A103,BRÚJULA-CENTRO DE SALUD,9__1_A_148_,9__1_A_148__1148A103_1_IT_2,8_07429,8_07429_*,8_07429_
773,8_07440,20160622,8,07440,S.GUADARRAMA-PQUE EMP.SAN FERNANDO,,S,,,,,,U,28,130,13008,,10016,Calle,de la,Sierra de Guadarrama,N,6,,,28850,01,,,,,8,2,B1,3,130-003,924,,560-I,2,3,20010621,19010101,,456872,4477935,T,,S.GUADARRAMA-PQUE EMP.SAN FERNANDO,,,,5126,8,354168,91130,1,2,1,07440,*,,21,TI,I,S.GUADARRAMA-PQUE EMP.SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Calle de la Sierra de Guadarrama N 6,20150305,20150309,,203.1034,15,9,_,28,130,9__1__130__-_2_IT_1_8_07440_*__TI_I_21,-,1130201,S.GUADARRAMA-PQUE EMP.SAN FERNANDO,9__1__130_,9__1__130__1130201_2_IT_1,8_07440,8_07440_*,8_07440_
774,8_07443,20160622,8,07443,CENTRO COMERCIAL SAN FERNANDO,"CARREFOUR
San Fernando de Henares (MADRID)",S,,,,,,U,28,130,13011,1301199,99999,Ctra,de,Madrid II,KM,16,,,28850,01,001,,,,8,2,B1,3,130-002,923,,559-II,2,3,20010621,19010101,,455091,4477995,T,,CENTRO COMERCIAL SAN FERNANDO,,,,5128,8,354168,91130,1,2,1,07443,*,,1,TI,T,CENTRO COMERCIAL SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Ctra de Madrid II KM 16,20150305,20150309,,0,0,9,_,28,130,9__1__130__-_2_IT_1_8_07443_*__TI_T_1,-,1130201,CENTRO COMERCIAL SAN FERNANDO,9__1__130_,9__1__130__1130201_2_IT_1,8_07443,8_07443_*,8_07443_
775,8_18893,20160622,8,18893,RDA.COMUNIDADES-RESIDENCIA,,S,,,,,,U,28,161,16101,1610101,00777,Ronda,de las,Comunidades,N,61,,,28341,01,015,,T161358,1610101030,7,4,B3,2,161-004,847,,582-4,2,3,20120416,20120416,,441730,4448878,N,,RDA.COMUNIDADES-RESIDENCIA,,,,6382,8,347435,93161,3,1,1,18893,*,,20,TI,I2,RDA.COMUNIDADES-RESIDENCIA,28,161,VALDEMORO,B3,Ronda de las Comunidades N 61,20120416,20120504,,333.6141,40,9,_,28,161,9__3__161__-_1_IT_1_8_18893_*__TI_I2_20,-,3161101,RDA.COMUNIDADES-RESIDENCIA,9__3__161_,9__3__161__3161101_1_IT_1,8_18893,8_18893_*,8_18893_
776,8_18896,20160622,8,18896,GTA.UNIVERSO-SATURNO,,S,,,,,,U,28,161,16101,1610101,10064,Gta,del,Universo,N,6,,,28341,01,008,,T161400,1610101029,7,4,B3,2,161-009,852,,582-4,2,3,20120416,20120416,,442018,4448563,N,,GTA.UNIVERSO-SATURNO,,,,6385,8,347435,93161,3,1,1,18896,*,,4,TI,I,GTA.UNIVERSO-SATURNO,28,161,VALDEMORO,B3,Gta del Universo N 6,20120416,20120504,,289.8676,40,9,_,28,161,9__3__161__-_1_IT_1_8_18896_*__TI_I_4,-,3161101,GTA.UNIVERSO-SATURNO,9__3__161_,9__3__161__3161101_1_IT_1,8_18896,8_18896_*,8_18896_
777,8_07450,20160622,8,07450,MONTE POTRERO-IBIZA,,S,,,,,,U,28,014,01401,0140101,99999,Calle,,Monte Potrero,N,26,,,28500,01,001,,,,8,3,B3,3,014-001,886,,583-I,1,0,20010621,19010101,,459528,4462952,T,,MONTE POTRERO-IBIZA,,,,1910,8,349332,92014,2,2,2,07450,*,,24,TI,I,MONTE POTRERO-IBIZA,28,014,ARGANDA DEL REY,B3,Calle  Monte Potrero N 26,20130222,20130315,,339.974,13.36,9,_,28,014,9__2__014__r._2_IT_2_8_07450_*__TI_I_24,r.,2014202,MONTE POTRERO-IBIZA,9__2__014_,9__2__014__2014202_2_IT_2,8_07450,8_07450_*,8_07450_
778,8_07455,20160622,8,07455,AV.EJÉRCITO-PZA.BIENVENIDA,,S,,,,,,U,28,014,01401,,A0123,Avda,del,Ejército,N,1,A,,28500,01,,,,,8,3,B3,3,014-007,892,,583-I,1,5,20010621,19010101,,462535,4461474,T,,AV.EJÉRCITO-PZA.BIENVENIDA,,,,1924,8,355109,91014,1,2,2,07455,*,,20,TI,I,AV.EJÉRCITO-PZA.BIENVENIDA,28,014,ARGANDA DEL REY,B3,Avda del Ejército N 1A,20151027,20151104,,223.811,13.36,9,_,28,014,9__1__014__g._2_IT_2_8_07455_*__TI_I_20,g.,1014207,AV.EJÉRCITO-PZA.BIENVENIDA,9__1__014_,9__1__014__1014207_2_IT_2,8_07455,8_07455_*,8_07455_
779,8_07409,20160622,8,07409,PºALAMEDA-SEVILLA,,S,,,,,,U,28,005,00501,,A0012,Paseo,de la,Alameda,N,22,,,28804,05,,,,,8,2,B3,3,005-024,880,,560-I,2,3,20010621,19010101,,469886,4481662,T,,PºALAMEDA-SEVILLA,,,,389,8,308926,96005,6,1,1,07409,*,,17,TI,I,PºALAMEDA-SEVILLA,28,005,ALCALA DE HENARES,B3,Paseo de la Alameda N 22,20010621,19010101,,196.4469,13.36,9,_,28,005,9__6__005__-_1_IT_1_8_07409_*__TI_I_17,-,6005101,PºALAMEDA-SEVILLA,9__6__005_,9__6__005__6005101_1_IT_1,8_07409,8_07409_*,8_07409_
780,8_09423,20160622,8,09423,PºCONDE DE LOS GAITANES-IGLESIA,,S,,,,,,Z,28,006,00601,,A0076,Paseo,del,Conde de los Gaitanes,N,21,,,28109,01,,7,,,6,1,B1,3,006-016,601,,534-IV,3,0,20010621,19010101,,445900,4485528,T,,PºCONDE DE LOS GAITANES-IGLESIA,,,,1124,8,338272,92006,2,2,1,09423,*,,23,TI,N,PºCONDE DE LOS GAITANES-IGLESIA,28,006,ALCOBENDAS,B1,Paseo del Conde de los Gaitanes N 21,20080403,20080414,,846.4092,40,9,_,28,006,9__2__006__-_2_IT_1_8_09423_*__TI_N_23,-,2006201,PºCONDE DE LOS GAITANES-IGLESIA,9__2__006_,9__2__006__2006201_2_IT_1,8_09423,8_09423_*,8_09423_
781,8_09480,20160622,8,09480,AV.EUROPA-EST.AVENIDA EUROPA,,S,,,,93,382,U,28,115,11504,,A0265,Avda, ,Europa,N,16,,,28224,02,001,,,,,6,B1,3,115-010,997,,559-I,2,3,20010621,19010101,,432791,4476867,T,,AV.EUROPA-EST.AVENIDA EUROPA,,,,4984,8,355404,93115,3,1,1,09480,*,,5,TI,I,AV.EUROPA-EST.AVENIDA EUROPA,28,115,POZUELO DE ALARCON,B1,Avda   Europa N 16,20151110,20151124,,439.9167,40,9,93_382,28,115,9__3__115__-_1_IT_1_8_09480_*__TI_I_5,-,3115101,AV.EUROPA-EST.AVENIDA EUROPA,9__3__115_,9__3__115__3115101_1_IT_1,8_09480,8_09480_*,8_09480_
782,8_16414,20160622,8,16414,PºREPÚBLICA DOMINICANA-GALÁPAGOS,,S,,,,,,U,28,106,10601,,10045,Paseo,de la,República Dominicana,N,2,,,28983,01,051,,T106484,,,4,B2,2,106-011,825,,582-3,2,3,20060925,20060925,,435784,4454096,T,,PºREPÚBLICA DOMINICANA-GALÁPAGOS,,,,4764,8,349145,93106,3,1,1,16414,*,,19,TI,I,PºREPÚBLICA DOMINICANA-GALÁPAGOS,28,106,PARLA,B2,Paseo de la República Dominicana N 2,20130129,20130201,,270.0147,40,9,_,28,106,9__3__106__-_1_IT_1_8_16414_*__TI_I_19,-,3106101,PºREPÚBLICA DOMINICANA-GALÁPAGOS,9__3__106_,9__3__106__3106101_1_IT_1,8_16414,8_16414_*,8_16414_
783,8_08394,20160622,8,08394,AV.INDUSTRIA-PZA.ESCUADRA,,S,,,,,,U,28,903,90301,,00231,Avda,de la,Industria,N,34,,,28760,01,,,,,6,7,B2,3,903-006,639,,534-I,2,3,20010621,19010101,,440941,4496224,T,,AV.INDUSTRIA-PZA.ESCUADRA,,,,6452,8,351385,92903,2,1,1,08394,*,,12,TI,I2,AV.INDUSTRIA-PZA.ESCUADRA,28,903,TRES CANTOS,B2,Avda de la Industria N 34,20131128,20130528,,320.8469,40,9,_,28,903,9__2__903__-_1_IT_1_8_08394_*__TI_I2_12,-,2903101,AV.INDUSTRIA-PZA.ESCUADRA,9__2__903_,9__2__903__2903101_1_IT_1,8_08394,8_08394_*,8_08394_
784,8_08286,20160622,8,08286,RAMÓN Y CAJAL-NUÑEZ DE BALBOA,,S,,,,,,U,28,065,06503,,A0620,Calle,de,Ramón y Cajal,N,18,,,28902,02,,,,,7,4,B1,3,065-019,723,,582-I,2,3,20010621,19010101,,437949,4462608,T,,RAMÓN Y CAJAL-NUÑEZ DE BALBOA,,,,3998,8,337655,93065,3,2,1,08286,*,,16,TI,I,RAMÓN Y CAJAL-NUÑEZ DE BALBOA,28,065,GETAFE,B1,Calle de Ramón y Cajal N 18,20080201,20080223,,363.7102,15,9,_,28,065,9__3__065__-_2_IT_1_8_08286_*__TI_I_16,-,3065201,RAMÓN Y CAJAL-NUÑEZ DE BALBOA,9__3__065_,9__3__065__3065201_2_IT_1,8_08286,8_08286_*,8_08286_
785,8_09376,20160622,8,09376,CºHUERTAS-POLICIA NACIONAL,,S,,,,,,U,28,115,11504,,A0347,Cmno,,Huertas,N,22,,,28223,01,,,,,9,6,B1,3,115-007,994,,559-I,2,3,20010621,19010101,,431250,4477658,T,,CºHUERTAS-POLICIA NACIONAL,,,,4986,8,355403,92115,2,1,1,09376,*,,18,TI,I,CºHUERTAS-POLICIA NACIONAL,28,115,POZUELO DE ALARCON,B1,Cmno  Huertas N 22,20151110,20151124,,539.3226,40,9,_,28,115,9__2__115__-_1_IT_1_8_09376_*__TI_I_18,-,2115101,CºHUERTAS-POLICIA NACIONAL,9__2__115_,9__2__115__2115101_1_IT_1,8_09376,8_09376_*,8_09376_
786,8_13243,20160622,8,13243,FUNDICIÓN-CLAVO,,S,,,,,,U,28,123,12318,1231801,07900,Calle,de la,Fundición,N,75,,,28522,01,001,,T123293,1231801005,8,3,B1,2,123-007,919,,559-4,2,3,20020913,20020913,,454473,4466891,T,,FUNDICIÓN-CLAVO,,,,5068,8,347152,91123,1,1,1,13243,*,,18,TI,I2,FUNDICIÓN-CLAVO,28,123,RIVAS-VACIAMADRID,B1,Calle de la Fundición N 75,20110523,20120623,,406.3206,15,9,_,28,123,9__1__123__-_1_IT_1_8_13243_*__TI_I2_18,-,1123101,FUNDICIÓN-CLAVO,9__1__123_,9__1__123__1123101_1_IT_1,8_13243,8_13243_*,8_13243_
787,8_15503,20160622,8,15503,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,,S,,,,,,U,28,123,12307,1230701,C0012,Avda, ,Francisco de Quevedo,N,17,,,28521,01,001,,T123426,1230701015,8,3,B1,2,123-007,919,,559-4,2,3,20040308,20040308,,454974,4466243,T,,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,,,,5072,8,347152,91123,1,1,1,15503,*,,16,TI,I2,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,28,123,RIVAS-VACIAMADRID,B1,Avda   Francisco de Quevedo N 17,20110523,20120623,,351.6135,40,9,_,28,123,9__1__123__-_1_IT_1_8_15503_*__TI_I2_16,-,1123101,AV.FRANCISCO QUEVEDO-MARIANO BENLLIURE,9__1__123_,9__1__123__1123101_1_IT_1,8_15503,8_15503_*,8_15503_
788,8_07977,20160622,8,07977,AV.ALEMANIA-AV.FRANCIA,,S,,,,,,U,28,074,07402,,A0012,Avda,,Alemania,N,10,A,,28916,05,,,,,7,4,B1,3,074-024,763,,559-III,2,3,20010621,19010101,,437018,4465233,T,,AV.ALEMANIA-AV.FRANCIA,,,,4173,8,344802,91074,1,2,1,07977,*,,26,TI,I,AV.ALEMANIA-AV.FRANCIA,28,074,LEGANES,B1,Avda  Alemania N 10A,20110427,20110509,,243.1906,-1,9,_,28,074,9__1__074__-_2_IT_1_8_07977_*__TI_I_26,-,1074201,AV.ALEMANIA-AV.FRANCIA,9__1__074_,9__1__074__1074201_2_IT_1,8_07977,8_07977_*,8_07977_
789,8_07978,20160622,8,07978,AV.ALEMANIA-AV.FRANCIA,,S,,,,,,U,28,074,07402,,A0012,Avda,,Alemania,N,10,A,,28916,05,,,,,7,4,B1,3,074-024,763,,582-I,2,3,20010621,19010101,,437020,4465225,T,,AV.ALEMANIA-AV.FRANCIA,,,,4174,8,344801,91074,1,1,1,07978,*,,19,TI,I,AV.ALEMANIA-AV.FRANCIA,28,074,LEGANES,B1,Avda  Alemania N 10A,20110427,20110509,,200.8772,-1,9,_,28,074,9__1__074__-_1_IT_1_8_07978_*__TI_I_19,-,1074101,AV.ALEMANIA-AV.FRANCIA,9__1__074_,9__1__074__1074101_1_IT_1,8_07978,8_07978_*,8_07978_
790,8_07979,20160622,8,07979,AV.ALEMANIA-INSTITUTO,,S,,,,,,U,28,074,07402,,A0012,Avda,,Alemania,N,21,,,28916,05,,,,,7,4,B1,3,074-024,763,,559-III,2,3,20010621,19010101,,437250,4465305,T,,AV.ALEMANIA-INSTITUTO,,,,4175,8,344802,91074,1,2,1,07979,*,,25,TI,I,AV.ALEMANIA-INSTITUTO,28,074,LEGANES,B1,Avda  Alemania N 21,20110427,20110509,,229.1601,-1,9,_,28,074,9__1__074__-_2_IT_1_8_07979_*__TI_I_25,-,1074201,AV.ALEMANIA-INSTITUTO,9__1__074_,9__1__074__1074201_2_IT_1,8_07979,8_07979_*,8_07979_
791,8_07980,20160622,8,07980,AV.ALEMANIA-COLEGIO,,S,,,,,,U,28,074,07402,,A0012,Avda,,Alemania,N,21,,,28916,05,,,,,7,4,B1,3,074-024,763,,559-III,2,3,20010621,19010101,,437253,4465294,T,,AV.ALEMANIA-COLEGIO,,,,4176,8,344801,91074,1,1,1,07980,*,,20,TI,I,AV.ALEMANIA-COLEGIO,28,074,LEGANES,B1,Avda  Alemania N 21,20110427,20110509,,242.196,-1,9,_,28,074,9__1__074__-_1_IT_1_8_07980_*__TI_I_20,-,1074101,AV.ALEMANIA-COLEGIO,9__1__074_,9__1__074__1074101_1_IT_1,8_07980,8_07980_*,8_07980_
792,8_07982,20160622,8,07982,AV.BÉLGICA-BIBLIOTECA,,S,,,,93,204,U,28,074,07402,,A0057,Avda, ,Bélgica,N,71,,,28916,05,001,,,,,4,B1,3,074-024,763,,559-III,2,3,20010621,19010101,,437333,4465472,T,,AV.BÉLGICA-BIBLIOTECA,,,,4178,8,344801,91074,1,1,1,07982,*,,21,TI,I,AV.BÉLGICA-BIBLIOTECA,28,074,LEGANES,B1,Avda   Bélgica N 71,20110427,20110509,,266.93,-1,9,93_204,28,074,9__1__074__-_1_IT_1_8_07982_*__TI_I_21,-,1074101,AV.BÉLGICA-BIBLIOTECA,9__1__074_,9__1__074__1074101_1_IT_1,8_07982,8_07982_*,8_07982_
793,8_07990,20160622,8,07990,AV.ANDALUCÍA-POL.IND.ALVENA,,S,,,,,,C,28,161,16101,,00577,Avda,de,Andalucía,N,202,,A-4,28340,01,,,,,7,4,B3,3,161-002,845,,582-II,4,0,20010621,19010101,,442125,4451582,T,,AV.ANDALUCÍA-POL.IND.ALVENA,,,,6236,8,354365,94161,4,1,1,07990,*,,11,TI,I,AV.ANDALUCÍA-POL.IND.ALVENA,28,161,VALDEMORO,B3,Avda de Andalucía N 202,20150409,20150420,,663.2108,31.68,9,_,28,161,9__4__161__-_1_IT_1_8_07990_*__TI_I_11,-,4161101,AV.ANDALUCÍA-POL.IND.ALVENA,9__4__161_,9__4__161__4161101_1_IT_1,8_07990,8_07990_*,8_07990_
794,8_07993,20160622,8,07993,SAN VICENTE DE PAÚL-DOCTOR FLEMING,,S,,,,,,U,28,161,16101,,00615,Calle,,San Vicente de Paúl,N,10,,,28340,02,,,,,7,4,B3,3,161-005,848,,582-IV,2,3,20010621,19010101,,442525,4449634,T,,SAN VICENTE DE PAÚL-DOCTOR FLEMING,,,,6238,8,354363,91161,1,1,1,07993,*,,5,TI,I,SAN VICENTE DE PAÚL-DOCTOR FLEMING,28,161,VALDEMORO,B3,Calle  San Vicente de Paúl N 10,20150409,20150420,,414.085,13.36,9,_,28,161,9__1__161__-_1_IT_1_8_07993_*__TI_I_5,-,1161101,SAN VICENTE DE PAÚL-DOCTOR FLEMING,9__1__161_,9__1__161__1161101_1_IT_1,8_07993,8_07993_*,8_07993_
795,8_07994,20160622,8,07994,SAN VICENTE DE PAÚL-TENERIAS,,S,,,,,,U,28,161,16101,1610101,00615,Calle,,San Vicente de Paúl,N,31,,,28340,02,001,,,,7,4,B3,3,161-004,847,,582-IV,2,3,20010621,19010101,,442224,4449572,T,,SAN VICENTE DE PAÚL-TENERIAS,,,,6239,8,347435,93161,3,1,1,07994,*,,12,TI,I2,SAN VICENTE DE PAÚL-TENERIAS,28,161,VALDEMORO,B3,Calle  San Vicente de Paúl N 31,20120416,20120504,,454.3635,15,9,_,28,161,9__3__161__-_1_IT_1_8_07994_*__TI_I2_12,-,3161101,SAN VICENTE DE PAÚL-TENERIAS,9__3__161_,9__3__161__3161101_1_IT_1,8_07994,8_07994_*,8_07994_
796,8_07995,20160622,8,07995,NEGRITAS-RÍO GUADALQUIVIR,,S,,,,,,U,28,161,16101,,00074,Calle,,Negritas,N,30,,,28340,02,,,,,7,4,B3,3,161-004,847,,582-IV,2,3,20010621,19010101,,441978,4449454,T,,NEGRITAS-RÍO GUADALQUIVIR,,,,6241,8,347435,93161,3,1,1,07995,*,,13,TI,I2,NEGRITAS-RÍO GUADALQUIVIR,28,161,VALDEMORO,B3,Calle  Negritas N 30,20120416,20120504,,275.1215,15,9,_,28,161,9__3__161__-_1_IT_1_8_07995_*__TI_I2_13,-,3161101,NEGRITAS-RÍO GUADALQUIVIR,9__3__161_,9__3__161__3161101_1_IT_1,8_07995,8_07995_*,8_07995_
797,8_07999,20160622,8,07999,LIBERTAD-RONDA COMUNIDADES,,S,,,,,,U,28,161,16101,,00748,Calle,,Libertad,N,75,,,28340,01,,,,,7,4,B3,3,161-004,847,,582-IV,2,3,20010621,19010101,,441574,4449306,T,,LIBERTAD-RONDA COMUNIDADES,,,,6244,8,354363,91161,1,1,1,07999,*,,12,TI,I2,LIBERTAD-RONDA COMUNIDADES,28,161,VALDEMORO,B3,Calle  Libertad N 75,20150409,20150420,,349.2654,15,9,_,28,161,9__1__161__-_1_IT_1_8_07999_*__TI_I2_12,-,1161101,LIBERTAD-RONDA COMUNIDADES,9__1__161_,9__1__161__1161101_1_IT_1,8_07999,8_07999_*,8_07999_
798,8_08012,20160622,8,08012,SAN CRISTÓBAL-URB.SANTA ELENA,,S,,,,,,U,28,132,13207,,00614,Calle,,San Cristóbal,N,121,,,28339,01,,,,,7,4,B3,3,132-002,841,,582-IV,2,3,20010621,19010101,,450140,4452104,T,,SAN CRISTÓBAL-URB.SANTA ELENA,,,,5262,8,348268,9i1132,i1,1,2,08012,*,,10,TI,I,SAN CRISTÓBAL-URB.SANTA ELENA,28,132,SAN MARTIN DE LA VEGA,B3,Calle  San Cristóbal N 121,20120822,20120910,,292.0491,-1,9,_,28,132,9_i_1__132__me_1_IT_2_8_08012_*__TI_I_10,me,i1132106,SAN CRISTÓBAL-URB.SANTA ELENA,9_i_1__132_,9_i_1__132__i1132106_1_IT_2,8_08012,8_08012_*,8_08012_
799,8_08014,20160622,8,08014,AV.ALCALDE A.CHAPADO-SAN ISIDRO,,S,,,,,,U,28,132,13207,,00620,Avda,del,Alcalde Antonio Chapado,N,8,,,28330,01,,,,,7,4,B3,3,132-002,841,,582-IV,2,11,20010621,19010101,,451210,4451163,T,,AV.ALCALDE A.CHAPADO-SAN ISIDRO,,,,5265,8,348267,9i1132,i1,1,2,08014,*,,8,TI,I,AV.ALCALDE A.CHAPADO-SAN ISIDRO,28,132,SAN MARTIN DE LA VEGA,B3,Avda del Alcalde Antonio Chapado N 8,20120822,20120910,,349.4206,-1,9,_,28,132,9_i_1__132__ieq_1_IT_2_8_08014_*__TI_I_8,ieq,i1132105,AV.ALCALDE A.CHAPADO-SAN ISIDRO,9_i_1__132_,9_i_1__132__i1132105_1_IT_2,8_08014,8_08014_*,8_08014_
800,8_07800,20160622,8,07800,LEGANÉS-FUENLABRADA,,S,,,,,,U,28,106,10601,,00081,Calle, ,Leganés,N,34,,,28981,01,021,,T10699,,,4,B2,2,106-002,816,,582-3,1,1,20010621,19010101,,434273,4455176,T,,LEGANÉS-FUENLABRADA,,,,4745,8,348913,92106,2,1,1,07800,*,,25,TI,I2,LEGANÉS-FUENLABRADA,28,106,PARLA,B2,Calle   Leganés N 34,20121211,20121229,,384.5789,15,9,_,28,106,9__2__106__-_1_IT_1_8_07800_*__TI_I2_25,-,2106101,LEGANÉS-FUENLABRADA,9__2__106_,9__2__106__2106101_1_IT_1,8_07800,8_07800_*,8_07800_
801,8_07802,20160622,8,07802,LEGANÉS-FUENLABRADA,,S,,,,,,U,28,106,10601,,00081,Calle,,Leganés,N,32,,,28980,01,,,,,7,4,B2,3,106-004,818,,582-III,1,2,20010621,19010101,,434306,4455152,T,,LEGANÉS-FUENLABRADA,,,,4747,8,341913,91106,1,1,1,07802,*,,12,TI,I,LEGANÉS-FUENLABRADA,28,106,PARLA,B2,Calle  Leganés N 32,20100312,20100426,,394.4661,15,9,_,28,106,9__1__106__-_1_IT_1_8_07802_*__TI_I_12,-,1106101,LEGANÉS-FUENLABRADA,9__1__106_,9__1__106__1106101_1_IT_1,8_07802,8_07802_*,8_07802_
